Width,Electron density,Negative density,Positive density,O- density,O2- density,CO3- density,CO4- density,CO2+ density,O2+ density,O density,O2 density,O3 density,CO density,C density,CO2e1 density,CO2va density,CO2vb density,CO2vc density,CO2v1a density,CO2v1 density,CO2v2 density,CO2v3 density,CO2v4 density,CO2v5 density,CO2v6 density,CO2v7 density,CO2v8 density,temper,Electric field,Rise rate
0.72,1.21827,1.29768,1.28948,2.01272,0.04336,0.4351,0.33838,1.27752,1.19588,0.43416,1.32118,1.09645,0.49317,0.47702,0.36697,1.48983,0.40946,1.84253,2.33756,0.81146,0.93966,0.88362,0.73269,0.63295,0.45564,0.25654,1.07111,43.03024,0.00181,28
0.722,1.23755,1.31572,1.30763,2.0007,0.04205,0.427,0.33429,1.29585,1.17848,0.43063,1.31023,1.09567,0.48914,0.47588,0.36445,1.48118,0.40822,1.83596,2.33328,0.81184,0.93806,0.88076,0.72951,0.62976,0.45287,0.25468,1.06187,43.25459,0.00175,28
0.724,1.25715,1.33405,1.32609,1.98697,0.04073,0.41877,0.32998,1.31448,1.16075,0.427,1.29916,1.09488,0.48501,0.47465,0.36187,1.47235,0.40686,1.82839,2.32865,0.81211,0.93631,0.87775,0.72622,0.62647,0.45003,0.25278,1.05251,43.48154,0.00169,28
0.726,1.27709,1.35269,1.34485,1.97142,0.03942,0.41043,0.32548,1.33342,1.14269,0.42326,1.28799,1.09409,0.48076,0.47334,0.35925,1.46335,0.40537,1.81975,2.32366,0.81227,0.93441,0.87461,0.72281,0.62309,0.44713,0.25085,1.04302,43.71109,0.00163,28
0.728,1.29736,1.37163,1.36391,1.95391,0.03811,0.40198,0.32077,1.35267,1.12432,0.4194,1.2767,1.09328,0.47641,0.47194,0.35658,1.45416,0.40375,1.80996,2.31828,0.81233,0.93237,0.87132,0.71928,0.61961,0.44415,0.24888,1.03341,43.94329,0.00157,28
0.73,1.31796,1.39086,1.38329,1.93427,0.03681,0.39343,0.31588,1.37223,1.10564,0.41544,1.26531,1.09247,0.47192,0.47046,0.35386,1.44479,0.40199,1.79895,2.31253,0.81227,0.93017,0.86788,0.71563,0.61603,0.44112,0.24688,1.02367,44.17814,0.00152,28
0.732,1.33888,1.41039,1.40298,1.91237,0.03551,0.3848,0.31081,1.39211,1.08667,0.41134,1.25381,1.09165,0.46731,0.46888,0.35109,1.43524,0.40008,1.78663,2.30638,0.81209,0.92781,0.8643,0.71186,0.61235,0.43801,0.24484,1.01381,44.41567,0.00146,28
0.734,1.36013,1.43021,1.42298,1.88802,0.03423,0.37609,0.30557,1.41231,1.06743,0.40712,1.2422,1.09083,0.46257,0.46721,0.34828,1.42551,0.39802,1.7729,2.29982,0.81177,0.92529,0.86056,0.70796,0.60856,0.43483,0.24277,1.00382,44.65591,0.00141,28
0.736,1.38168,1.45032,1.4433,1.86104,0.03295,0.36731,0.30016,1.43282,1.04791,0.40275,1.23049,1.08999,0.45767,0.46544,0.34541,1.41559,0.39578,1.75766,2.29286,0.81133,0.9226,0.85666,0.70393,0.60468,0.43159,0.24066,0.99371,44.89888,0.00136,28
0.738,1.40354,1.47071,1.46394,1.83124,0.03169,0.35848,0.2946,1.45365,1.02814,0.39824,1.21867,1.08915,0.45263,0.46358,0.3425,1.40548,0.39337,1.74078,2.28546,0.81074,0.91973,0.85261,0.69978,0.60069,0.42828,0.23852,0.98348,45.1446,0.00132,28
0.74,1.42567,1.49134,1.48489,1.79838,0.03044,0.3496,0.2889,1.47481,1.00812,0.39357,1.20675,1.0883,0.44742,0.46163,0.33953,1.39519,0.39076,1.72216,2.27763,0.80999,0.91669,0.84839,0.6955,0.5966,0.4249,0.23635,0.97312,45.3931,0.00128,28
0.742,1.44804,1.51221,1.50615,1.76225,0.0292,0.34069,0.28306,1.49628,0.98788,0.38873,1.19471,1.08744,0.44204,0.45958,0.33652,1.38471,0.38796,1.70165,2.26935,0.8091,0.91345,0.844,0.69108,0.5924,0.42145,0.23414,0.96265,45.64439,0.00124,28
0.744,1.47063,1.53327,1.52774,1.72257,0.02798,0.33176,0.27711,1.51807,0.96742,0.38371,1.18258,1.08658,0.43648,0.45743,0.33345,1.37405,0.38494,1.67913,2.26061,0.80803,0.91003,0.83944,0.68653,0.58809,0.41793,0.2319,0.95205,45.89851,0.00121,28
0.746,1.49335,1.55445,1.54965,1.67909,0.02678,0.32282,0.27105,1.54018,0.94676,0.37851,1.17034,1.0857,0.43073,0.45518,0.33034,1.36319,0.38169,1.65444,2.2514,0.80679,0.90641,0.83471,0.68184,0.58368,0.41433,0.22962,0.94133,46.15549,0.00119,28
0.748,1.51613,1.57566,1.57187,1.63149,0.0256,0.31388,0.26489,1.56261,0.92591,0.37311,1.158,1.08482,0.42478,0.45283,0.32717,1.35214,0.37819,1.62741,2.2417,0.80536,0.90258,0.82981,0.67701,0.57916,0.41067,0.22731,0.93049,46.41535,0.00118,28
0.75,1.53881,1.59678,1.59442,1.57947,0.02444,0.30496,0.25865,1.58537,0.90489,0.3675,1.14556,1.08394,0.41861,0.45039,0.32395,1.34091,0.37444,1.59787,2.2315,0.80374,0.89854,0.82471,0.67205,0.57452,0.40694,0.22496,0.91953,46.67814,0.00119,28
0.752,1.56121,1.61759,1.61729,1.52269,0.0233,0.29607,0.25234,1.60846,0.88372,0.36167,1.13301,1.08304,0.41222,0.44784,0.32069,1.32948,0.37041,1.56564,2.22079,0.80191,0.89428,0.81944,0.66694,0.56978,0.40314,0.22258,0.90845,46.94388,0.00122,28
0.754,1.583,1.6378,1.64051,1.46079,0.02218,0.28723,0.24598,1.63188,0.86241,0.3556,1.12037,1.08214,0.40558,0.44518,0.31736,1.31786,0.36609,1.53054,2.20956,0.79987,0.8898,0.81397,0.66168,0.56492,0.39926,0.22017,0.89725,47.21262,0.00129,28
0.756,1.60374,1.65696,1.66408,1.39343,0.02108,0.27843,0.23957,1.65567,0.84098,0.34929,1.10763,1.08123,0.3987,0.44243,0.31399,1.30605,0.36146,1.49236,2.19779,0.79761,0.88508,0.80831,0.65628,0.55995,0.39531,0.21772,0.88592,47.48443,0.00141,28
0.758,1.62275,1.67437,1.68804,1.32025,0.02002,0.2697,0.23312,1.67985,0.81947,0.34273,1.09478,1.08031,0.39156,0.43957,0.31056,1.29404,0.3565,1.45092,2.18546,0.79511,0.88013,0.80244,0.65073,0.55487,0.39129,0.21523,0.87448,47.75937,0.00161,28
0.76,1.639,1.68903,1.71245,1.24091,0.01897,0.26104,0.22666,1.70447,0.79789,0.3359,1.08184,1.07939,0.38415,0.4366,0.30708,1.28184,0.35119,1.40607,2.17257,0.79236,0.87493,0.79638,0.64502,0.54967,0.3872,0.21272,0.86291,48.03755,0.00193,28
0.762,1.65097,1.69941,1.73738,1.15516,0.01796,0.25247,0.22017,1.72962,0.77629,0.3288,1.0688,1.07846,0.37647,0.43353,0.30355,1.26944,0.34554,1.35769,2.15911,0.78936,0.86947,0.79011,0.63917,0.54435,0.38303,0.21016,0.85122,48.31912,0.00242,28
0.764,1.65642,1.70326,1.76299,1.06292,0.01697,0.24397,0.21368,1.75544,0.75471,0.32144,1.05566,1.07752,0.36852,0.43036,0.29996,1.25685,0.33953,1.30573,2.14506,0.7861,0.86377,0.78364,0.63316,0.53892,0.37879,0.20758,0.83941,48.60431,0.00318,28
0.766,1.65205,1.69731,1.78949,0.96431,0.01601,0.23555,0.20718,1.78216,0.73323,0.31382,1.04243,1.07658,0.3603,0.42707,0.29633,1.24407,0.33317,1.25031,2.13043,0.78259,0.85781,0.77696,0.627,0.53337,0.37449,0.20496,0.82749,48.89345,0.00433,28
0.768,1.63322,1.67688,1.81723,0.85989,0.01508,0.22721,0.20066,1.81011,0.71194,0.30597,1.0291,1.07563,0.35186,0.42368,0.29264,1.23109,0.3265,1.19173,2.11522,0.77883,0.85159,0.77007,0.62069,0.52771,0.37011,0.2023,0.81547,49.18709,0.00605,28
0.77,1.59354,1.63561,1.84673,0.75078,0.01418,0.21892,0.19411,1.83982,0.69097,0.29794,1.01568,1.07467,0.34322,0.42019,0.2889,1.21792,0.31958,1.13064,2.09945,0.77484,0.84515,0.763,0.61424,0.52193,0.36566,0.19962,0.80334,49.48607,0.00863,28
0.772,1.52496,1.56542,1.87877,0.639,0.01331,0.21065,0.18751,1.87207,0.67051,0.2898,1.00217,1.0737,0.33448,0.41658,0.28512,1.20455,0.31249,1.0681,2.08315,0.77066,0.83849,0.75574,0.60765,0.51606,0.36115,0.19691,0.79113,49.79174,0.01245,28
0.774,1.4185,1.45736,1.91433,0.52772,0.01247,0.20236,0.18082,1.90782,0.65077,0.28168,0.98856,1.07273,0.32575,0.41287,0.2813,1.191,0.3054,1.00578,2.06638,0.76635,0.83165,0.74833,0.60095,0.51009,0.35659,0.19418,0.77887,50.10629,0.01799,28
0.776,1.26678,1.30401,1.95415,0.42128,0.01166,0.19401,0.17399,1.94783,0.63206,0.27372,0.97487,1.07175,0.31718,0.40905,0.27746,1.17726,0.29852,0.94597,2.04923,0.762,0.82469,0.74079,0.59415,0.50404,0.35197,0.19142,0.76658,50.43333,0.02586,28
0.778,1.06878,1.10437,1.99732,0.32495,0.0109,0.18553,0.16698,1.99118,0.61468,0.26614,0.96108,1.07076,0.30898,0.40512,0.27359,1.16334,0.29209,0.89143,2.03179,0.7577,0.81766,0.73317,0.58727,0.49792,0.34732,0.18866,0.7543,50.77932,0.03666,28
0.78,0.83603,0.86996,2.03932,0.24397,0.01019,0.17692,0.15977,2.03333,0.5989,0.25911,0.94721,1.06976,0.30133,0.40109,0.26972,1.14923,0.28639,0.84496,2.01416,0.75355,0.81063,0.7255,0.58034,0.49175,0.34264,0.18589,0.74207,51.15684,0.05079,28
0.782,0.59555,0.6278,2.07244,0.1819,0.00955,0.16821,0.15239,2.0666,0.58483,0.25278,0.93324,1.06876,0.29438,0.39695,0.26585,1.13495,0.28157,0.80851,1.9964,0.74963,0.80365,0.71782,0.57338,0.48555,0.33793,0.18311,0.72991,51.59202,0.06824,28
0.784,0.38278,0.41337,2.09173,0.13918,0.00901,0.15949,0.14494,2.086,0.57236,0.24718,0.9192,1.06774,0.28816,0.3927,0.26199,1.1205,0.27769,0.78242,1.97854,0.74595,0.79671,0.71012,0.5664,0.4793,0.33321,0.18034,0.71784,52.1374,0.0885,28
0.786,0.22472,0.25368,2.1011,0.11292,0.0086,0.15089,0.13753,2.09549,0.56116,0.24221,0.90507,1.06672,0.28255,0.38834,0.25812,1.10587,0.27459,0.76514,1.9605,0.74243,0.78979,0.70238,0.55937,0.47302,0.32846,0.17756,0.70583,52.88175,0.11081,28
0.788,0.12659,0.15398,2.11069,0.09852,0.00838,0.14256,0.13028,2.10518,0.55082,0.23768,0.89085,1.06569,0.27739,0.38388,0.25424,1.09106,0.27203,0.75403,1.94218,0.73898,0.78281,0.69457,0.55228,0.46667,0.32368,0.17478,0.69386,53.90912,0.13443,28
0.79,0.07472,0.10061,2.12776,0.09189,0.00841,0.13456,0.12328,2.12235,0.54104,0.2334,0.87655,1.06465,0.27247,0.37931,0.25034,1.07607,0.26978,0.74647,1.92348,0.73549,0.77571,0.68665,0.5451,0.46025,0.31886,0.17198,0.68189,55.12743,0.1589,28
0.792,0.05003,0.07448,2.15252,0.09087,0.00878,0.12693,0.11656,2.1472,0.53162,0.22925,0.86217,1.06361,0.26768,0.37463,0.24641,1.06089,0.26767,0.74059,1.90432,0.73188,0.76845,0.67858,0.53782,0.45375,0.314,0.16916,0.6699,56.16371,0.18398,28
0.794,0.0382,0.06129,2.18117,0.09535,0.00963,0.1197,0.11015,2.17594,0.52247,0.22515,0.84771,1.06256,0.26293,0.36984,0.24245,1.04553,0.26559,0.73541,1.88466,0.72811,0.76099,0.67036,0.53043,0.44717,0.30908,0.16633,0.65788,56.75924,0.20956,28
0.796,0.03168,0.05349,2.20997,0.10684,0.01112,0.11285,0.10404,2.20484,0.51355,0.22107,0.83317,1.0615,0.2582,0.36495,0.23846,1.02998,0.26351,0.73048,1.86448,0.72415,0.75333,0.66198,0.52292,0.44049,0.30412,0.16348,0.64583,57.03007,0.23559,28
0.798,0.02736,0.04796,2.23679,0.1279,0.01351,0.10637,0.09822,2.23175,0.50484,0.21699,0.81855,1.06044,0.25348,0.35996,0.23444,1.01425,0.26142,0.7256,1.84377,0.71999,0.74546,0.65343,0.5153,0.43373,0.29911,0.16061,0.63375,57.16954,0.26201,28
0.8,0.02409,0.04356,2.26076,0.16161,0.01718,0.10025,0.09268,2.2558,0.49631,0.21292,0.80385,1.05937,0.24874,0.35486,0.23038,0.99833,0.25931,0.72071,1.82251,0.71562,0.73737,0.64471,0.50756,0.42688,0.29405,0.15772,0.62163,57.27246,0.28877,28
0.802,0.02146,0.03988,2.28162,0.21101,0.02262,0.09448,0.08742,2.27674,0.48797,0.20884,0.78908,1.05829,0.244,0.34965,0.2263,0.98223,0.25717,0.71576,1.80072,0.71102,0.72906,0.63582,0.49971,0.41995,0.28894,0.15482,0.60949,57.36581,0.31582,28
0.804,0.01928,0.03673,2.29935,0.27841,0.03052,0.08902,0.0824,2.29455,0.47978,0.20475,0.77423,1.05721,0.23925,0.34434,0.22218,0.96595,0.255,0.71073,1.77838,0.70621,0.72053,0.62677,0.49174,0.41292,0.28379,0.1519,0.59731,57.45329,0.34313,28
0.806,0.01744,0.03399,2.31402,0.36479,0.04177,0.08387,0.07762,2.3093,0.47174,0.20066,0.75931,1.05612,0.2345,0.33894,0.21804,0.94949,0.25279,0.70559,1.75549,0.70115,0.71178,0.61754,0.48366,0.40582,0.27859,0.14896,0.58511,57.53302,0.37065,28
0.808,0.01586,0.03159,2.32572,0.46918,0.05751,0.07899,0.07305,2.32108,0.46384,0.19656,0.74432,1.05502,0.22973,0.33342,0.21386,0.93285,0.25055,0.70032,1.73204,0.69586,0.70279,0.60814,0.47547,0.39863,0.27335,0.146,0.57289,57.6021,0.39833,28
0.81,0.01449,0.02946,2.33456,0.58848,0.07909,0.07437,0.06866,2.33,0.45607,0.19245,0.72925,1.05392,0.22495,0.32781,0.20966,0.91603,0.24828,0.69492,1.70804,0.69031,0.69358,0.59858,0.46716,0.39135,0.26806,0.14304,0.56063,57.65756,0.42615,28
0.812,0.01329,0.02756,2.34067,0.71762,0.10808,0.06996,0.06442,2.33619,0.44841,0.18834,0.71412,1.05282,0.22015,0.3221,0.20543,0.89903,0.24597,0.68937,1.68347,0.6845,0.68413,0.58884,0.45874,0.38399,0.26273,0.14005,0.54836,57.69644,0.45407,28
0.814,0.01224,0.02584,2.34417,0.85019,0.14608,0.06574,0.06032,2.33976,0.44086,0.18421,0.69891,1.0517,0.21535,0.3163,0.20116,0.88186,0.24363,0.68366,1.65834,0.67843,0.67444,0.57894,0.45022,0.37656,0.25736,0.13705,0.53607,57.71586,0.48205,28
0.816,0.0113,0.02427,2.34519,0.97927,0.1946,0.06167,0.05632,2.34085,0.43341,0.18008,0.68364,1.05058,0.21054,0.31039,0.19688,0.86451,0.24124,0.67779,1.63265,0.67207,0.66452,0.56887,0.44158,0.36904,0.25194,0.13404,0.52376,57.713,0.51006,28
0.818,0.01046,0.02282,2.34385,1.0985,0.25476,0.05771,0.05239,2.33959,0.42605,0.17593,0.66831,1.04946,0.20571,0.30439,0.19256,0.84698,0.23881,0.67175,1.60639,0.66544,0.65435,0.55862,0.43284,0.36144,0.24649,0.13101,0.51143,57.6851,0.53807,28
0.82,0.0097,0.02147,2.34028,1.20281,0.32705,0.05381,0.04853,2.33609,0.41877,0.17178,0.6529,1.04833,0.20087,0.2983,0.18822,0.82928,0.23634,0.66554,1.57957,0.6585,0.64394,0.54821,0.42399,0.35377,0.241,0.12797,0.49908,57.62948,0.56605,28
0.822,0.00902,0.02019,2.3346,1.28904,0.41104,0.04996,0.04473,2.33048,0.41157,0.16762,0.63744,1.0472,0.19602,0.29211,0.18385,0.81142,0.23382,0.65915,1.55217,0.65126,0.63329,0.53763,0.41504,0.34602,0.23547,0.12492,0.48672,57.54347,0.59398,28
0.824,0.0084,0.01898,2.32693,1.35602,0.50523,0.04614,0.04098,2.32289,0.40445,0.16345,0.62192,1.04606,0.19115,0.28584,0.17946,0.79338,0.23125,0.65259,1.52421,0.64371,0.62238,0.52688,0.40598,0.33819,0.2299,0.12186,0.47435,57.42448,0.62184,28
0.826,0.00784,0.01782,2.3174,1.4044,0.60696,0.04234,0.03733,2.31342,0.39739,0.15927,0.60633,1.04491,0.18628,0.27947,0.17504,0.77517,0.22864,0.64584,1.49567,0.63583,0.61123,0.51596,0.39682,0.33029,0.22429,0.11878,0.46196,57.26993,0.64959,28
0.828,0.00733,0.01672,2.30611,1.43612,0.71265,0.03859,0.03381,2.3022,0.39039,0.15508,0.59068,1.04376,0.18139,0.27302,0.1706,0.7568,0.22597,0.63893,1.46656,0.62762,0.59982,0.50487,0.38756,0.32232,0.21865,0.1157,0.44957,57.07728,0.67722,28
0.83,0.00686,0.01567,2.29317,1.45391,0.81807,0.03494,0.03046,2.28934,0.38345,0.15088,0.57498,1.04261,0.17649,0.26648,0.16613,0.73826,0.22325,0.63184,1.43688,0.61906,0.58816,0.49362,0.3782,0.31428,0.21298,0.1126,0.43716,56.84402,0.7047,28
0.832,0.00643,0.01469,2.2787,1.46075,0.91883,0.03144,0.02734,2.27493,0.37657,0.14668,0.55922,1.04145,0.17158,0.25985,0.16164,0.71955,0.22047,0.62458,1.40663,0.61014,0.57624,0.4822,0.36875,0.30617,0.20727,0.10949,0.42475,56.56764,0.73203,28
0.834,0.00603,0.01377,2.26279,1.45943,1.01092,0.02816,0.02451,2.25909,0.36974,0.14246,0.54341,1.04028,0.16666,0.25315,0.15713,0.70069,0.21762,0.61717,1.37581,0.60086,0.56406,0.47061,0.35919,0.29799,0.20154,0.10637,0.41232,56.24565,0.75917,28
0.836,0.00567,0.01293,2.24554,1.45236,1.0912,0.02517,0.02201,2.24191,0.36296,0.13824,0.52754,1.03912,0.16173,0.24636,0.1526,0.68166,0.21471,0.60962,1.34442,0.59119,0.55162,0.45886,0.34955,0.28975,0.19577,0.10325,0.39989,55.87553,0.78612,28
0.838,0.00533,0.01217,2.22705,1.44143,1.15767,0.02253,0.01986,2.22349,0.35622,0.13401,0.51162,1.03794,0.15679,0.2395,0.14805,0.66248,0.21172,0.60193,1.31247,0.58114,0.53891,0.44695,0.33981,0.28144,0.18997,0.10011,0.38746,55.45478,0.81285,28
0.84,0.00501,0.01149,2.20741,1.42804,1.2096,0.02027,0.01808,2.20392,0.34954,0.12977,0.49566,1.03676,0.15184,0.23255,0.14348,0.64314,0.20866,0.59413,1.27994,0.57067,0.52594,0.43487,0.32998,0.27307,0.18414,0.09697,0.37502,54.98089,0.83935,28
0.842,0.00472,0.01089,2.18671,1.41314,1.24747,0.0184,0.01664,2.18328,0.34289,0.12552,0.47964,1.03558,0.14687,0.22554,0.13888,0.62364,0.20552,0.58623,1.24686,0.55979,0.5127,0.42264,0.32006,0.26464,0.17828,0.09382,0.36258,54.45129,0.86561,28
0.844,0.00445,0.01036,2.16502,1.39738,1.27267,0.0169,0.01553,2.16166,0.33629,0.12126,0.46357,1.0344,0.1419,0.21845,0.13427,0.60399,0.20228,0.57827,1.21321,0.54848,0.49919,0.41024,0.31006,0.25615,0.1724,0.09066,0.35013,53.86343,0.89162,28
0.846,0.0042,0.00991,2.14243,1.38117,1.28715,0.01574,0.01468,2.13914,0.32974,0.117,0.44746,1.03321,0.13692,0.21129,0.12964,0.58418,0.19895,0.57027,1.17901,0.53673,0.4854,0.39767,0.29997,0.2476,0.16649,0.08749,0.33768,53.21469,0.91736,28
0.848,0.00397,0.00951,2.11902,1.36475,1.29313,0.01487,0.01405,2.11579,0.32322,0.11273,0.43131,1.03201,0.13193,0.20407,0.125,0.56423,0.19552,0.56227,1.14425,0.52451,0.47134,0.38495,0.28979,0.23899,0.16056,0.08431,0.32523,52.50242,0.94282,28
0.85,0.00375,0.00917,2.09485,1.34827,1.2927,0.01422,0.01359,2.09168,0.31675,0.10845,0.41511,1.03081,0.12693,0.19677,0.12033,0.54413,0.19196,0.55431,1.10894,0.51182,0.457,0.37208,0.27954,0.23033,0.1546,0.08113,0.31278,51.72391,0.96799,28
0.852,0.00354,0.00886,2.06999,1.33182,1.28772,0.01375,0.01326,2.06689,0.31033,0.10417,0.39887,1.02961,0.12192,0.18942,0.11565,0.52388,0.18829,0.54645,1.07308,0.49864,0.44238,0.35904,0.2692,0.22162,0.14862,0.07795,0.30033,50.87641,0.99287,28
0.854,0.00335,0.00859,2.04451,1.31547,1.27966,0.01341,0.013,2.04147,0.30395,0.09988,0.3826,1.02841,0.1169,0.182,0.11095,0.50349,0.18447,0.53875,1.03668,0.48496,0.42748,0.34585,0.25879,0.21285,0.14262,0.07475,0.28787,49.9571,1.01745,28
0.856,0.00317,0.00833,2.01847,1.29926,1.26962,0.01314,0.01281,2.01549,0.29761,0.09558,0.36628,1.0272,0.11188,0.17452,0.10624,0.48295,0.18051,0.53126,0.99975,0.47075,0.41229,0.3325,0.2483,0.20404,0.1366,0.07155,0.27542,48.96308,1.04171,28
0.858,0.003,0.0081,1.99192,1.28322,1.25836,0.01293,0.01264,1.98901,0.29132,0.09128,0.34993,1.02599,0.10685,0.16699,0.10151,0.46227,0.17638,0.52409,0.96228,0.45601,0.39681,0.319,0.23773,0.19517,0.13055,0.06835,0.26296,47.89138,1.06566,28
0.86,0.00284,0.00788,1.96494,1.26736,1.24639,0.01275,0.01249,1.96208,0.28508,0.08697,0.33354,1.02477,0.10181,0.1594,0.09677,0.44145,0.17207,0.51731,0.92429,0.44071,0.38104,0.30534,0.22709,0.18626,0.12449,0.06514,0.25051,46.73895,1.08928,28
0.862,0.0027,0.00768,1.93755,1.2517,1.23399,0.01258,0.01236,1.93476,0.27889,0.08266,0.31712,1.02355,0.09676,0.15176,0.09202,0.4205,0.16756,0.51104,0.88577,0.42483,0.36497,0.29153,0.21638,0.17731,0.11841,0.06193,0.23805,45.50263,1.11258,28
0.864,0.00256,0.00748,1.90983,1.23626,1.22137,0.01243,0.01223,1.9071,0.27276,0.07834,0.30067,1.02233,0.09171,0.14407,0.08725,0.39941,0.16284,0.50541,0.84675,0.40837,0.34861,0.27757,0.2056,0.16831,0.11232,0.05871,0.2256,44.17919,1.13554,28
0.866,0.00242,0.00729,1.88181,1.22105,1.20863,0.01228,0.0121,1.87914,0.26668,0.07401,0.28419,1.02111,0.08665,0.13633,0.08247,0.37818,0.15787,0.50055,0.80722,0.3913,0.33194,0.26346,0.19475,0.15928,0.1062,0.05549,0.21314,42.76527,1.15817,28
0.868,0.0023,0.00711,1.85354,1.20608,1.19583,0.01214,0.01197,1.85093,0.26065,0.06968,0.26768,1.01988,0.08158,0.12855,0.07768,0.35682,0.15264,0.4966,0.76719,0.37359,0.31497,0.2492,0.18384,0.1502,0.10007,0.05226,0.20069,41.25739,1.18046,28
0.87,0.00218,0.00694,1.82506,1.19134,1.18301,0.012,0.01184,1.82251,0.25469,0.06535,0.25114,1.01865,0.07651,0.12073,0.07288,0.33534,0.14712,0.4936,0.72665,0.35524,0.29769,0.23479,0.17286,0.14108,0.09393,0.04903,0.18823,39.65198,1.20241,28
0.872,0.00207,0.00678,1.79642,1.17686,1.1702,0.01185,0.01171,1.79393,0.24879,0.06101,0.23458,1.01742,0.07143,0.11287,0.06807,0.31372,0.14128,0.49127,0.68557,0.33623,0.28009,0.22023,0.16181,0.13193,0.08777,0.0458,0.17578,37.94532,1.22402,28
0.874,0.00197,0.00662,1.76765,1.16263,1.15743,0.01171,0.01159,1.76522,0.24296,0.05667,0.21799,1.01619,0.06635,0.10497,0.06325,0.29198,0.13508,0.48905,0.64388,0.31656,0.26219,0.20551,0.15071,0.12274,0.0816,0.04256,0.16332,36.13355,1.24528,28
0.876,0.00187,0.00647,1.73878,1.14865,1.1447,0.01157,0.01146,1.73641,0.2372,0.05232,0.20138,1.01495,0.06126,0.09704,0.05842,0.27013,0.1285,0.48625,0.60149,0.29622,0.24397,0.19065,0.13953,0.11352,0.07541,0.03932,0.15085,34.21267,1.26619,28
0.878,0.00178,0.00632,1.70986,1.13492,1.13204,0.01143,0.01133,1.70755,0.2315,0.04797,0.18476,1.01372,0.05617,0.08907,0.05358,0.24815,0.12149,0.48213,0.55833,0.27522,0.22543,0.17564,0.12829,0.10426,0.06921,0.03607,0.13838,32.17854,1.28676,28
0.88,0.00169,0.00619,1.68092,1.12145,1.11945,0.0113,0.01121,1.67866,0.22589,0.04362,0.16811,1.01248,0.05108,0.08107,0.04874,0.22607,0.11402,0.47587,0.5143,0.25355,0.20658,0.16047,0.11699,0.09496,0.063,0.03282,0.1259,30.02684,1.30698,28
0.882,0.00161,0.00605,1.65199,1.10823,1.10696,0.01116,0.01108,1.64978,0.22036,0.03927,0.15145,1.01124,0.04598,0.07305,0.04389,0.20387,0.10603,0.46657,0.46931,0.23121,0.1874,0.14515,0.10562,0.08563,0.05677,0.02957,0.11341,27.7531,1.32686,28
0.884,0.00153,0.00592,1.62309,1.09526,1.09457,0.01102,0.01096,1.62094,0.21491,0.03491,0.13477,1.00999,0.04088,0.06501,0.03903,0.18158,0.09748,0.45324,0.42324,0.2082,0.16791,0.12968,0.09418,0.07626,0.05052,0.02631,0.10091,25.35266,1.34638,28
0.886,0.00146,0.0058,1.59425,1.08254,1.08228,0.01089,0.01083,1.59215,0.20954,0.03055,0.11808,1.00875,0.03577,0.05694,0.03417,0.15918,0.08831,0.43479,0.37599,0.18452,0.14809,0.11405,0.08267,0.06686,0.04426,0.02304,0.08839,22.82066,1.36557,28
0.888,0.00139,0.00568,1.5655,1.07006,1.07012,0.01076,0.01071,1.56346,0.20427,0.02619,0.10137,1.0075,0.03066,0.04886,0.0293,0.13669,0.07846,0.40997,0.32745,0.16017,0.12795,0.09826,0.07109,0.05742,0.03799,0.01977,0.07585,20.15207,1.3844,28
0.89,0.00132,0.00556,1.53686,1.05781,1.05808,0.01063,0.01059,1.53487,0.1991,0.02182,0.08466,1.00625,0.02555,0.04075,0.02443,0.11411,0.06787,0.37737,0.2775,0.13515,0.10748,0.0823,0.05944,0.04795,0.0317,0.0165,0.06329,17.34164,1.40289,28
0.892,0.00126,0.00545,1.50836,1.04579,1.04618,0.0105,0.01047,1.50642,0.19402,0.01746,0.06794,1.005,0.02044,0.03264,0.01956,0.09144,0.05646,0.33539,0.22599,0.10946,0.08667,0.06619,0.04771,0.03844,0.0254,0.01321,0.0507,14.3839,1.42104,28
0.894,0.0012,0.00534,1.48002,1.034,1.03441,0.01037,0.01035,1.47813,0.18905,0.01309,0.05121,1.00375,0.01533,0.02451,0.01468,0.06869,0.04415,0.28208,0.17279,0.0831,0.06553,0.04991,0.03591,0.02889,0.01908,0.00992,0.03808,11.27315,1.43885,28
0.896,0.00114,0.00524,1.45185,1.02242,1.02279,0.01025,0.01023,1.45001,0.18418,0.00873,0.03448,1.0025,0.01022,0.01638,0.00979,0.04587,0.03081,0.21471,0.11772,0.05607,0.04404,0.03345,0.02403,0.0193,0.01274,0.00662,0.02544,8.00347,1.45633,28
0.898,0.00109,0.00514,1.42388,1.01106,1.01132,0.01012,0.01011,1.42209,0.17942,0.00437,0.01774,1.00125,0.00511,0.00824,0.0049,0.02297,0.01624,0.12732,0.06049,0.02837,0.02221,0.01682,0.01206,0.00968,0.00638,0.00332,0.01275,4.56867,1.47346,28
